"ID","Type","SKU","Title","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Backorders allowed?","Sold individually?","Size","Price","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross - sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wpcom_is_markdown","Download 1 name","Download 1 URL","Download 2 name","Download 2 URL"
,,,"18K Gold Plated Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.5 cm"",""Eardrop Height "":"" 2 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.6 inch"",""Eardrop Height "":"" 0.8 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/02/16358362559bf08043f946e24bab03f859eed129c5.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/02/16358362572291a0ce06445a19896a496c0a67b8a6.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/02/16358362635209acee5af09ca724f1979b37873cff.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"16K Gold Plated Water Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Water Drop,Color:Gold,Type:Dangle,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1 cm"",""Eardrop Height "":"" 2.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 1 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/18/16475757340eb84f1ae23073a4909e80554de1491f.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/18/16475757364325e8ba9687783ffa01d84286852525.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/18/1647575737b918b82353b589bc66105fbf8eed7c70.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/18/1647575738dd463e2949209f35da2fc71280b06c60.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"2pcs Zircon Decor Ring",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Color:Silver,Type:Ring Sets,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Diameter "":"" 1.8 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/03/1646287098fb903c30308362c8c33e4a1c62b02e27.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/1646287100732ac4792fd8d267b4ca7ec616be032d.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/164628710203e10b67ab448cb56ad33a70a5016e5e.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/16462871047f330b1b2b405331fcc9c52c0aea04bd.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Flower Charm Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Flowers,Type:Pendant Necklaces,Magnetic:No,Material:Copper,Color:Gold,Metals Type:K-Gold,Metals Type:Artificial Zircon",,,,,,,,,"[{""Length "":"" 40-46 cm"",""Size"":""one-size""},{""Length "":"" 15.7-18.1 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/17/1652764213849e6f5cfd44eaaf1140bae81e3cb274.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/17/1652764214694a18c9ef0bf6552fc26eb9ed6ebe1f.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/17/16527642154cb5bb0ae353532676b7087b0f9987e5.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/17/1652764216d3bff5c9d89cbf31d78c7645947ac1b0.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Decor Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Silver,Type:Link,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 21-22 cm"",""Diameter "":"" 6.5-7 cm"",""Size"":""one-size""},{""Length "":"" 8.3-8.7 inch"",""Diameter "":"" 2.6-2.8 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/07/16466192911eaf7902d784bc05630ab73bf827206e.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/164661929224481cdd070424ec0cd897c5bb24f7f1.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/164661929387c816398643ab13580ad87b5242b8bd.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Rhinestone Decor Cuff Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Rhinestone,Color:Silver,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/22/16454988445a255bcf48454cc42f4576acbc5c2f4f.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/1645498852ab1aba66af832fe9f515df004f42b8ed.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/16454988565b9882111063ff938e0ed66d5e67ad98.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Rhinestone Decor Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Rhinestone,Color:Champagne,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.44 cm"",""Eardrop Height "":"" 2.10 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.6 inch"",""Eardrop Height "":"" 0.8 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/22/164793880354a081d68e22c5922f6e70d2f29625f2.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/16479388046b268d0bc9e5d95984c373440b0cc5ab.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/16479388057a3d6b8e5d4912c4b1b299fc5e27833c.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/1647938806b995a1ca08abf427e319279796862a74.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"2pcs 18K Gold Plated Rhinestone Decor Bracelet",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Gold,Type:Bangle,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 6.1-6.2 cm"",""Size"":""one-size""},{""Diameter "":"" 2.4-2.4 inch"",""Size"":""one-size""}]","AU$10.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/24/16481038607fad54835680c0d2f4c7a3bc724d8189.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/24/1648103862483738b1bcccece27986007f9fd7a8b4.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/24/1648103863a2ed54cd32074f0b52d44ddd354dea40.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/24/16481038653a0bd89483ad1e29c093b5f018932d9b.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.7 cm"",""Eardrop Height "":"" 1.7 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.7 inch"",""Eardrop Height "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/21/1647841183e57f4c616598502b3f03acb3ddfc5db8.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/1647841185de96cbdcf93d81a12f8f8fabba0501f0.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/16478411875f7562bcada37fa7a16bfce9d40a74d8.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Lock Pendant Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Type:Pendant Necklaces,Material:Stainless Steel,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 45-51.5 cm"",""Size"":""one-size""},{""Length "":"" 17.7-20.3 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/27/165362276865b1d4475650d68df2984b11bc6e0452.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/1653622772dff9ee038538dfb118c99d6b37e859fa.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/1653622773aa5e9f9b2b15c8bf3d42a1be6125c7d1.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/1653622775bfdd74cce7c98376eab245d4954f07d0.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/16536227778cb3133a29d309dcb7d1c7a39dd5949b.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Gold,Material:Copper,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 16.5-21.5 cm"",""Size"":""one-size""},{""Length "":"" 6.5-8.5 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/07/164663001435bdade915727bfa8d720ced3454ed76.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/16466300159680cf616a2ea6d1e1765530221e7bda.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/1646630016d10d9b4c1a02436613d4dc8371ab979d.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Simple Earrings",,,,,"Quantity:2 pcs,Color:Gold,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.1 cm"",""Eardrop Height "":"" 1.1 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.4 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/15/16395484426b21911f2c5e5b84df4ede82db77616f.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/15/1639548444069a73788e28d9a6f743d739de07e2da.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/15/1639548446381c8682a3cd165dc0117825e59b1b16.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/15/1639548448f9dcdd0bacb14f2b9018ac4aedaccbbd.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Airplane Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Silver,Type:Stud,Magnetic:No,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.9 cm"",""Eardrop Height "":"" 0.7 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.3 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/22/164550156953f9e2b6db4d9628c0b1fb16fee4433d.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/1645501570902491c74b198408ba45ac6e319c0ee4.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/164550157164474fbaf9bc373153c20bb693343863.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Hand Design Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Gold,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.85 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$1.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/13/163935924571b10fcd06248d505ae9cb4f3c146198.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/13/16393592474fa68b6f6ec0af0523b89a986ef5dcf4.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/13/1639359249578228ba2268068b21afbe6e7d5b2bdb.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Pearl Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Details:Pearls,Color:Gold,Type:Dangle,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.4 cm"",""Eardrop Height "":"" 2.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.6 inch"",""Eardrop Height "":"" 1 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/03/1638514106fe166dd7f031106fe8db290d7bb53e50.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/03/1638514108d4291e39d4eca11d2c8cd32af621ce8f.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/03/1638514111b8342746ced58e6278fe6492faf17be9.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/03/163851411223fbc1f1190995935b8e55a85fc15a45.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"4pcs 18K Gold Plated Zircon Decor Earrings & 1pc Ear Cuff",,,,,"Gender:Women,Quantity:5 pcs,Style:Fashionable,Details:Rhinestone,Color:Gold,Type:Sets,Magnetic:No,Material:Copper,Metals Type:K-Gold,Metals Type:Artificial Zircon",,,,,,,,,"[{""Eardrop Width "":"" 0.8-1.3 cm"",""Eardrop Height "":"" 1-4 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.3-0.5 inch"",""Eardrop Height "":"" 0.4-1.6 inch"",""Size"":""one-size""}]","AU$8.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/13/1649828486d5d68e00669cbe067f9be1acec220b4c.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/164982849402e2d3915541ee8cd4cce9b69b704e68.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/16498284955f087c1eacf3f7b16f372dc7691a8571.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649828497c221117d965eaee82afbe31dbe1fd86e.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/16498284980087bfcd22d5097dbd4d2ed1c22ffffd.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Simple Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Color:Gold,Material:Copper,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 27 cm"",""Size"":""one-size""},{""Length "":"" 10.6 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/29/164074993627240e60255ad9085f36a4871c250b0e.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/29/1640749937f2eeae2686953fe89ede916364274a37.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/29/1640749938973de5c11d71566828ea32d759ac7860.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/29/1640749939b80813c577bb01a177c0a39982e2513c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Tree & Musical Note Design Stud Earrings",,,,,"Gender:Women,Quantity:4 pcs,Style:Fashionable,Details:Plants,Color:Gold,Type:Stud,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.8-0.9 cm"",""Eardrop Height "":"" 0.4-0.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.3-0.4 inch"",""Eardrop Height "":"" 0.2-0.3 inch"",""Size"":""one-size""}]","AU$1.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/16/1647426827d7198bab8e1b94e4ebfaae64981a71db.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/16/164742682909d89d2308ae5a1f2ec41f02d61ab2a6.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/16/1647426830ac0c9d25ed11d08e09d623c680e86007.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Gold Plated Open Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Details:Round,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 2.5 cm"",""Eardrop Height "":"" 2.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 1 inch"",""Eardrop Height "":"" 1 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/06/16387894048b971cfb2fd76126a9cd3e1d50c25d42.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/16387894062e483a6d44cfafd1e7162f55eb6c4b13.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638789407546a88459c6807c02f5b06f7ac51318b.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638789409ae558054b827028b7e30fcefc40210e7.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/16387894104cb3f0b26e2c33aab861bd3d096d238f.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/16387894122c8614d3a1c7e930123a1ca58d20a604.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Square Zircon Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Color:Gold,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/18/1637213467d6f24943eac6e6cb81f1f2e2125d43f3.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/18/1637213470827b2ef531b7372b945abd345047c6b5.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/18/16372134694d96b84a4a4633c55b0b00c44be24cf5.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Geometric Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Color:Multicolor,Type:Dangle,Magnetic:No,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.1 cm"",""Eardrop Height "":"" 3 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 1.2 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/25/1645752599e9370a4df885a55916894c35e0233259.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/25/164575260147d11f67f3e1eb5cee663ff47d652aed.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/25/16457526039c281e0e623a7c702e7845d0903513f6.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/25/164575260678aa0508f9b051bece32348dbe6cf527.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Natural Pearl & Zircon Decor Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Pearls,Color:White,Type:Stud,Material:Natural Pearl,Metals Type:Artificial Zircon",,,,,,,,,"[{""Eardrop Width "":"" 1.0 cm"",""Eardrop Height "":"" 1.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.7 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/27/1653617413e40a0c2355a230a82a4a499028b9be0c.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/1653617419bdcad19c5c9a70d1fc122d257440225e.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/27/1653617421a71596c7e574b6b7a8e84c27cd37e7f2.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Men Zircon Decor Bracelet",,,,,"Gender:Men,Quantity:1 piece,Style:Glamorous,Color:Black,Type:Link,Material:Copper,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 18.5 cm"",""Size"":""one-size""},{""Length "":"" 7.3 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/13/164984623236c337241a59c9582b7de3a6e822c64b.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/16498462343d60c0f3e94e1769f9d822dccf50eb1c.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649846235838434a8e0877fa356edc2f5bbbdcd6a.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.2 cm"",""Eardrop Height "":"" 1.3 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.1 inch"",""Eardrop Height "":"" 0.5 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/08/04/1628049337823b4ca9ad534ff6ae8ce40cf4db2d19.jpg,https://img.ltwebstatic.com/images3_pi/2021/08/04/16280493392b4f6533e2be52bca50e22055c6d17e3.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"MOTF PREMIUM 18K GOLD PLATED ZIRCON LETTER PENDANT NECKLACE",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Letter,Type:Pendant Necklaces,Material:Copper Alloy,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 45 cm"",""Size"":""one-size""},{""Length "":"" 17.7 inch"",""Size"":""one-size""}]","AU$10.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/09/1646812388ee6c3c255789b04bed7a10e94f5c7537.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/09/16468123867b9a4a75b9c798b13eab92fcf04be633.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/09/1646812385983bf41a528d578d44458516497d0659.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/09/1646812389f5b393cb6412f91e505a57e5b593ca17.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/09/1646812390c8fafe5dd2346faa985cb15914fd8916.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/09/164681239103fdc6a02e5eeb9d318e000f9f249f23.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Silver,Type:Hoop,Material:Copper,Metals Type:Artificial Zircon",,,,,,,,,"[{""Eardrop Width "":"" 0.3 cm"",""Eardrop Height "":"" 2.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.1 inch"",""Eardrop Height "":"" 1 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/28/1632810928c1db73b98f5fe0a018cfb55844edad11.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/28/1632810930d7d81e4d43915d6cd966b54e79ac7244.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/28/1632810931259cc07fbd647b8ef9775d35c513cb21.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/28/16328109337652d350ad726969e2e872427ebfac04.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"16K Gold Plated Zircon Decor Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Gold,Type:Hoop,Magnetic:No,Material:Zircon,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1 cm"",""Eardrop Height "":"" 0.9 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.4 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/06/07/1654590159c12b9b068024e5f09145ee2789bfd75c.jpg,https://img.ltwebstatic.com/images3_pi/2022/06/07/1654590160bba5db37b0f93137a60e3b27cc5f9b50.jpg,https://img.ltwebstatic.com/images3_pi/2022/06/07/1654590162509c71ac8fb90efac7d6a7bcd7e81e50.jpg,https://img.ltwebstatic.com/images3_pi/2022/06/07/1654590163ee29b763c0528508a1d0b593300b6e05.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Faux Pearl & Rhinestone Decor Heart Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Heart,Details:Pearls,Details:Rhinestone,Color:Gold,Type:Dangle,Material:Copper,Metals Type:Artificial Zircon",,,,,,,,,"[{""Eardrop Width "":"" 2 cm"",""Eardrop Height "":"" 1.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.8 inch"",""Eardrop Height "":"" 0.6 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/22/1650606497ebe4ac07a0bf1af83ae877b4b32df506.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/22/16506065010d7a82846cd75325191fb1c069b75ead.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/22/1650606503d53de5b77a9fc3d0007358788df8477c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Rhinestone Decor Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Color:Silver,Material:Copper,Magnetic:No,Metals Type:Artificial Zircon",,,,,,,,,"[{""Diameter "":"" 7.5 cm"",""Size"":""one-size""},{""Diameter "":"" 3 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/22/16455161543ca0853d39d74754c009be976e0932a5.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/1645516155201011fb93ece968c5caaa3a911332a0.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/16455161574ae8a3fefe1d64d2e218598652a3c9c4.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Decor Magnetic Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Rhinestone,Color:Silver,Type:Stud,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.6 cm"",""Eardrop Height "":"" 0.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.2 inch"",""Eardrop Height "":"" 0.3 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/27/1632705596407faba52d18c7bdf60c1337b0390fc5.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/27/163270559820fbbe857c6dbeaa431ea42441c56561.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/27/16327055991ca506634fbfcea8a78637009afef813.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/27/1632705600be939f3dc06743d2923ce0ab67878534.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/27/16327056025aa492ec24fd9dc879b08bf41e818a64.jpg",,,,,,,,,,,,,,,,,,,,,,
