"ID","Type","SKU","Title","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Backorders allowed?","Sold individually?","Size","Price","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross - sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wpcom_is_markdown","Download 1 name","Download 1 URL","Download 2 name","Download 2 URL"
,,,"18K Gold Plated Minimalist Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.3 cm"",""Eardrop Height "":"" 1.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.5 inch"",""Eardrop Height "":"" 0.6 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/03/164628617101e94cb5b0587cbfb7954ba672b54a5d.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/164628617376d2777dde275f3cdd770316a865ce05.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/1646286174915d5dbd3062e77f4efbbb94597ceceb.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/16462861750493d1be8662022d1a3cc3df09711cb1.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"5pairs 16K Gold Plated Solid Hoop Earrings",,,,,"Gender:Women,Quantity:10 pcs,Style:Elegant,Color:Gold,Type:Hoop,Magnetic:No,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.3 cm"",""Eardrop Height "":"" 1.3-1.9 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.1 inch"",""Eardrop Height "":"" 0.5-0.7 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/21/1647841562105c78b6e382a9cbbfb1530dbd51905b.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/16478415637a1c8d70bcf0d2448b949540d44a9708.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/16478415658455295658f2ca0c2c6efa5f220cf76b.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"2pcs 18K Gold Plated Rhinestone Decor Ring",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Rhinestone,Color:Rose Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.65 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/10/19/1634631685d14ce2878f8c5054388e87b111d4eed8.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/19/16346316878f077b5f7d0c11beccdbfc25207747ed.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/21/1634806125d4abdf4d24ba2c4655e1befde7d0d828.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"16K Gold Plated Zircon Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Rhinestone,Color:Gold,Material:Copper,Metals Type:K-Gold,Metals Type:Artificial Zircon",,,,,,,,,"[{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/08/18/1629267065341345ddbe7e4fd9027073e4a4a801ed.jpg,https://img.ltwebstatic.com/images3_pi/2021/08/18/16292670670450d01ac8ecf325fb151215cab153ea.jpg,https://img.ltwebstatic.com/images3_pi/2021/08/18/16292670690d4c6bf730b979b74dd1e2edb4ba6936.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Bangle",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Gold,Type:Bangle,Material:Stainless Steel,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 5.9 cm"",""Size"":""one-size""},{""Diameter "":"" 2.3 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/24/16507897755ce898a9c01e5dd0b014afa12a8071f8.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/16507897771b520ddd7dd82905c1fa8f0af6bfde70.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/1650789779505620bea660b6f89f0d3fc5304d7f63.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/1650789781b245c22f67a9e0314073f8b9a20c268f.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Snake Design Cuff Bangle",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Gold,Details:Snake,Type:Cuff,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 5.7 cm"",""Size"":""one-size""},{""Diameter "":"" 2.2 inch"",""Size"":""one-size""}]","AU$7.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/07/1646640851039f1867607ff8a1fdaf2d444fa5cf0d.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/1646640852fb71ecc41c8569eb4e76ebefa298da4d.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/1646640853a2a507995ea876f283d0cf8bce8704f1.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Ball Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Stud,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.4 cm"",""Eardrop Height "":"" 0.4 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.2 inch"",""Eardrop Height "":"" 0.2 inch"",""Size"":""one-size""}]","AU$1.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/01/18/1642484870de3e5e8065c486adf0a0e44924d51d6d.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/05/16386904094f7fc53c664ae5606a6119b959318c25.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/05/16386904086cac00b463a349ba929859f52f6e7f6b.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"1pc Zircon Decor Ear Cuff",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Color:Silver,Type:Ear Cuff,Magnetic:No,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Eardrop Width "":"" 1.2 cm"",""Eardrop Height "":"" 0.3 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.5 inch"",""Eardrop Height "":"" 0.1 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/23/164801710851ca0d4a634649b7064f09fadad1b991.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/23/16480171096dcd1fa8024868930e6b0672bb79fc78.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/23/16480171112a1d7b74e77014e019b792f9065f91fb.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Round Decor Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Round,Color:Gold,Type:Stud,Magnetic:No,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 2.0 cm"",""Eardrop Height "":"" 2.3 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.8 inch"",""Eardrop Height "":"" 0.9 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/24/1650794194185b322b1938b0abd55533034cb671ca.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/1650794198a442622c03193a11c3308eb0aae34fac.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/165079419964144fc95d6f5d6e350c200405d1412e.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/165079420068f649f87e8c276cd04cf12d872f68e0.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Water-drop Decor Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Water Drop,Type:Pendant Necklaces,Magnetic:No,Material:Stainless Steel,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 39-44 cm"",""Size"":""one-size""},{""Length "":"" 15.4-17.3 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/28/16484472453d280435dac1a2be2a0d56f1f1a7ddff.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/28/16484472496fdf142f85b569c2f88299eb7517e2d2.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/28/16484472500d162af08b84218bc1a6d88b31280e67.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Decor Geometric Pendant Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Geometric,Details:Pearls,Type:Pendant Necklaces,Type:Layer Sets,Magnetic:No,Material:Natural Crystal,Color:Blue,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 43-48 cm"",""Size"":""one-size""},{""Length "":"" 16.9-18.9 inch"",""Size"":""one-size""}]","AU$8.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/13/16498387658e1c63dc1bd8f0a02a0bf24b617516ee.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649838767cb2a5ec651d1399405a655a753d9dea7.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649838768361ec867988c25bb6ce3cb655bb7b167.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/16498387698fd325f516be65eea5e200c3e09cee98.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649838770af6b36755abe2340a38e606614151538.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"MOTF PREMIUM 2PCS 14K GOLD PLATED MINIMALIST NECKLACE",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Type:Pendant Necklaces,Material:Stainless Steel,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 45 cm"",""Size"":""one-size""},{""Length "":"" 17.7 inch"",""Size"":""one-size""}]","AU$10.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/01/14/1642136788f83b10106364410889b835dd1085169a.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/08/164672191061a5c9e6684f4f48b3cc87077039be9a.jpg,https://img.ltwebstatic.com/images3_pi/2022/01/14/1642136789ee0bb2137c9d2a15dda7f45a2f7256b0.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/08/16467219123f7862ad06ff0bce735366331bcaca02.jpg,https://img.ltwebstatic.com/images3_pi/2022/01/14/1642136796f9775f1b13177262a53e7a4f68b2582f.jpg,https://img.ltwebstatic.com/images3_pi/2022/01/14/1642136793c055fbb866d50c9dbe3e9545dc9eaf6a.jpg,https://img.ltwebstatic.com/images3_pi/2022/01/14/164213679249f7d98a55576dbcbd9b045efcea2c7f.jpg,https://img.ltwebstatic.com/images3_pi/2022/01/14/1642136795cf15dfca7c83ab2fbdce287748b2e908.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Heart Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Heart,Color:Gold,Type:Single Ring,Material:Artificial Zircon,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/03/164628588472b5ddba8ca09bb07b64cce2a13d429c.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/16462858854c048a8f313e5713becc8f85dc8c457c.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/03/16462858870cb914a787397aeb465680659ca50088.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Decor Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Geometric,Color:Gold,Type:Hoop,Magnetic:No,Material:Copper,Metals Type:Zircon,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 3.8 cm"",""Eardrop Height "":"" 3.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 1.5 inch"",""Eardrop Height "":"" 1.5 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/22/1650598014261b827fee311bcebcfe2426b4d95751.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/30/164861206438e5c5b2b7da2a797a5389262e9ab881.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/30/164861206813ef4d11998b313a7c71bff34f21d68c.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/30/164861207359505a6fe080f5fbc8edfb9bfd762fae.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Flower Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Flowers,Color:Gold,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.5 cm"",""Size"":""5""},{""Diameter "":"" 1.65 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""7""},{""Diameter "":"" 1.78 cm"",""Size"":""8""},{""Diameter "":"" 1.88 cm"",""Size"":""9""},{""Diameter "":"" 0.6 inch"",""Size"":""5""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""7""},{""Diameter "":"" 0.7 inch"",""Size"":""8""},{""Diameter "":"" 0.7 inch"",""Size"":""9""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/13/16498269891c5f03ed8f3afdbfbb52b62f17c24f85.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/164982699052df02f81050c76c7698e263fb62823b.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649826991d2fb9b859031e3c0c0698b975a48e93d.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Bead Decor Layered Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Gold,Type:Link,Material:Stainless Steel,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 16.5-22.5 cm"",""Size"":""one-size""},{""Length "":"" 6.5-8.9 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/08/16467335816ad39f0e3056fe8c13af4f3e4cac2470.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/08/1646733583a9fc3b14238f4b20833d83e00771aecf.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/08/1646733584fd69264e772a3d02bb6bfb220d2c46e4.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Fishtail & Natural Crystal Decor Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Color:Baby Blue,Type:Beaded,Material:Natural Crystal,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 15-20 cm"",""Size"":""one-size""},{""Length "":"" 5.9-7.9 inch"",""Size"":""one-size""}]","AU$7.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/12/1649745219c176bb1ac6fb1a8bec3af7d03b1cec6f.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/12/1649745220af032d21999b2b0aa9ac8ecc1fd47ae9.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/12/1649745221a6a3f38d939a6dc134598dbd1a85465c.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/12/16497452230d29973ed2835f339db465631f80bcca.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/12/1649745225b33866956326b3021259f6228aac4855.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"16K Gold Plated Zircon Decor Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Water Drop,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold,Metals Type:Artificial Zircon",,,,,,,,,"[{""Eardrop Width "":"" 6.2 cm"",""Eardrop Height "":"" 6.2 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 2.4 inch"",""Eardrop Height "":"" 2.4 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/18/1647598296cffee5e3f4cdfc90490b4bad80faa705.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/164664212777c226a08759cb28b305b6323d193f30.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/16466421292fe75922ccc7f0a796911457945acdf0.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Anklet",,,,,"Gender:Women,Color:Gold,Material:Copper,Quantity:1 piece,Type:Anklet,Magnetic:No,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 23-28 cm"",""Size"":""one-size""},{""Length "":"" 9.1-11 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/13/1649840635507b61626345b9cf33bc06b999c40e57.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649840636e3f064226e96d4802d84024a40c95084.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649840637b55584d932fa08250339b49684923a9b.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/13/1649840638b894e10c1f148298383bdd4cab0392a3.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Platinum Plated Zircon Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Details:Rhinestone,Color:Silver,Type:Single Ring,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Diameter "":"" 1.6 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""7""},{""Diameter "":"" 1.8 cm"",""Size"":""8""},{""Diameter "":"" 1.9 cm"",""Size"":""9""},{""Diameter "":"" 1.56 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""7""},{""Diameter "":"" 0.7 inch"",""Size"":""8""},{""Diameter "":"" 0.7 inch"",""Size"":""9""},{""Diameter "":"" 0.6 inch"",""Size"":""one-size""}]","AU$7.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/27/16406042777d9f8be6666c0416676329c0f7f1bdc4.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/27/1640604280d8d061618906c9371763fc25f12a27d6.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/22/1645506499c9d6350fb7cb6df749515f4789b69e2d.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Bead Decor Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Vacation,Details:Round,Color:Multicolor,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 3.0 cm"",""Eardrop Height "":"" 2.6 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 1.2 inch"",""Eardrop Height "":"" 1 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/31/1640929326968a447bf22b8691d0585dc80f6beadd.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/31/16409293291ba676b7af3e45643a4ff6a1f06dc543.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/31/164092933165c9f9aa29452d085095d0e1167ce906.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/31/16409293336c89bebf3fe0302219fbc1a64151a411.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Geometric Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Geometric,Color:Gold,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.2 cm"",""Eardrop Height "":"" 1.6 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.5 inch"",""Eardrop Height "":"" 0.6 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/10/14/1634189154549516e70382941e3a19514d4ce3553f.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/14/1634189160076ddca4f70ab1898ff4615fa7114e40.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/14/16341891659edd61dc4d594b188ce8fe722b151ac7.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Gold Plated Rhinestone C Shape Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Rhinestone,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.5 cm"",""Eardrop Height "":"" 2 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.2 inch"",""Eardrop Height "":"" 0.8 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/30/165387567947f00b4cfb67a2028e17c2b66ea0b806.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653875680172f079daeb708e15a21cea7a7462fb3.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653875681d5a82d026902134dd4aaaac0f39739fa.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/165387568247c894e9925b6f3dd2a619fe768d7be8.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Zircon Decor Geometric Design Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Gemstone,Details:Geometric,Color:Green,Type:Stud,Magnetic:No,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.2 cm"",""Eardrop Height "":"" 1.2 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.5 inch"",""Eardrop Height "":"" 0.5 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/14/16499309189257194562e5fac7e762a4b22985f7c3.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/14/16499309195df078618a7e9d152d7ea948a0efc9bc.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/14/164993092104778490e262abfc53fdc1b5ba8ae370.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/14/1649930922ed053192e5105593166915771f0c13c7.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/14/16499309242e0d5720ab25ce0f178c9ecc46fdbc47.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/14/1649930925e8c6fcb984fae1510823e768984ba9b8.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Color:Rose Gold,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.6 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""7""},{""Diameter "":"" 1.8 cm"",""Size"":""8""},{""Diameter "":"" 1.9 cm"",""Size"":""9""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""7""},{""Diameter "":"" 0.7 inch"",""Size"":""8""},{""Diameter "":"" 0.7 inch"",""Size"":""9""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/07/16493186605f4f4621572d6a029455568d32ddb28a.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/07/1649318661438a23608113144a70cbcd76d3a54e9b.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Decor Stud Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Gold,Type:Stud,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Eardrop Width "":"" 1.5 cm"",""Eardrop Height "":"" 1.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.6 inch"",""Eardrop Height "":"" 0.6 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/03/1638515393c2a495fe28778fbea640d7b61e91997d.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/03/16385153947c0b327eafaeaf7f26f017c6297b1810.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/03/1638515396e02138d691aa352dbae9272f50db49ec.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Natural Pearl Decor Bracelet",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Color:Blue,Material:Copper,Metals Type:Natural Pearl",,,,,,,,,"[{""Length "":"" 18-22 cm"",""Size"":""one-size""},{""Length "":"" 7.1-8.7 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/06/16309075434c0421f0ebeb3731d07608ab4ed4daa6.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/06/16309075496c56f9dcde437df9300488cba8270f25.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/06/16309075523b29fcb7bb8587df5e89ee6fa64958a1.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/06/1630907556884f1ba8d4f277bdf6323d62b029e6ad.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/06/1630907567cf86b2311705aac5a5ad7cf54acaa9bf.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/06/16309075580df38646eafcf715a20b0d1c7b26b16c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"4pcs 14K Gold Plated Zircon Detail Ring",,,,,"Gender:Women,Quantity:4 pcs,Style:Fashionable,Color:Gold,Type:Ring Sets,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.5-1.8 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6-0.7 inch"",""Size"":""one-size""}]","AU$9.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/07/1646640539e688a6b8eeba2c2b51fa0859fb85ba8c.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/164664054176fd21bca601ba630e51232bf837c7f5.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/07/164664054363208dc74570f12ed8d38622fa737146.jpg",,,,,,,,,,,,,,,,,,,,,,
