ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
17,simple,,"18K Gold Plated Rectangle Charm Necklace",1,0,visible,,"Gender: Women\nQuantity: 1 piece\nStyle: Fashionable\nDetails: Geometric\nType: Pendant Necklaces\nMaterial: Copper\nColor: Gold\nMetals Type: K-Gold",,,taxable,,1,,,0,0,,,,,1,,18,20,Necklaces,,,"https://www.khadija.com.au/wp-content/uploads/123.jpg, https://www.khadija.com.au/wp-content/uploads/123.jpg",,,,,,,,,0,Size,45cm,1,1
